Miecz+0, 1, 0, 0, 2, 32, 1, 16, 0, 0, 11, 1, 0, 15, 1, 0, 0, 0, 7, 22, 0, 0, 0, 0, 0, 15, 19, 13, 15, 0, -1, -1, -1, -1, -1, -1, 0, 1, 0;
Miecz+1, 1, 0, 0, 2, 32, 1, 16, 125, 6, 12, 2, 0, 15, 1, 0, 0, 0, 7, 22, 0, 0, 0, 0, 0, 15, 19, 13, 15, 7, -1, -1, -1, -1, -1, -1, 0, 1, 0;
Miecz+2, 1, 0, 0, 2, 32, 1, 16, 125, 6, 13, 3, 0, 15, 1, 0, 0, 0, 7, 22, 0, 0, 0, 0, 0, 15, 19, 13, 15, 14, -1, -1, -1, -1, -1, -1, 0, 1, 0;
Miecz+3, 1, 0, 0, 2, 32, 1, 16, 125, 6, 14, 4, 0, 15, 1, 0, 0, 0, 7, 22, 0, 0, 0, 0, 0, 15, 19, 13, 15, 21, -1, -1, -1, -1, -1, -1, 0, 1, 0;
Miecz+4, 1, 0, 0, 2, 32, 1, 16, 125, 6, 15, 5, 0, 15, 1, 0, 0, 0, 7, 22, 0, 0, 0, 0, 0, 15, 19, 13, 15, 28, -1, -1, -1, -1, -1, -1, 30, 1, 0;
Miecz+5, 1, 0, 0, 2, 32, 1, 16, 125, 6, 16, 6, 0, 15, 1, 0, 0, 0, 7, 22, 0, 0, 0, 0, 0, 15, 19, 13, 15, 35, -1, -1, -1, -1, -1, -1, 40, 1, 0;
Miecz+6, 1, 0, 0, 2, 32, 1, 16, 125, 6, 17, 7, 0, 15, 1, 0, 0, 0, 7, 22, 0, 0, 0, 0, 0, 15, 19, 13, 15, 42, -1, -1, -1, -1, -1, -1, 50, 1, 0;
Miecz+7, 1, 0, 0, 2, 32, 1, 16, 125, 6, 18, 8, 0, 15, 1, 0, 0, 0, 7, 22, 0, 0, 0, 0, 0, 15, 19, 13, 15, 49, -1, -1, -1, -1, -1, -1, 65, 1, 0;
Miecz+8, 1, 0, 0, 2, 32, 1, 16, 125, 6, 19, 9, 0, 15, 1, 0, 0, 0, 7, 22, 0, 0, 0, 0, 0, 15, 19, 13, 15, 56, -1, -1, -1, -1, -1, -1, 80, 1, 0;
Miecz+9, 1, 0, 0, 2, 32, 1, 16, 2500, 125, 0, 0, 0, 15, 1, 0, 0, 0, 7, 22, 0, 0, 0, 0, 0, 15, 19, 13, 15, 63, -1, -1, -1, -1, -1, -1, 100, 1, 0;
Dlugi Miecz+0, 1, 0, 0, 2, 32, 1, 16, 500, 25, 21, 1, 0, 15, 1, 5, 0, 0, 7, 27, 0, 0, 0, 0, 0, 13, 15, 15, 19, 0, -1, -1, -1, -1, -1, -1, 0, 1, 0;
Dlugi Miecz+1, 1, 0, 0, 2, 32, 1, 16, 500, 25, 22, 2, 0, 15, 1, 5, 0, 0, 7, 27, 0, 0, 0, 0, 0, 13, 15, 15, 19, 7, -1, -1, -1, -1, -1, -1, 0, 1, 0;
Dlugi Miecz+2, 1, 0, 0, 2, 32, 1, 16, 500, 25, 23, 3, 0, 15, 1, 5, 0, 0, 7, 27, 0, 0, 0, 0, 0, 13, 15, 15, 19, 14, -1, -1, -1, -1, -1, -1, 0, 1, 0;
Dlugi Miecz+3, 1, 0, 0, 2, 32, 1, 16, 500, 25, 24, 4, 0, 15, 1, 5, 0, 0, 7, 27, 0, 0, 0, 0, 0, 13, 15, 15, 19, 21, -1, -1, -1, -1, -1, -1, 0, 1, 0;
Dlugi Miecz+4, 1, 0, 0, 2, 32, 1, 16, 500, 25, 25, 5, 0, 15, 1, 5, 0, 0, 7, 27, 0, 0, 0, 0, 0, 13, 15, 15, 19, 28, -1, -1, -1, -1, -1, -1, 30, 1, 0;
Dlugi Miecz+5, 1, 0, 0, 2, 32, 1, 16, 500, 25, 26, 6, 0, 15, 1, 5, 0, 0, 7, 27, 0, 0, 0, 0, 0, 13, 15, 15, 19, 35, -1, -1, -1, -1, -1, -1, 40, 1, 0;
Dlugi Miecz+6, 1, 0, 0, 2, 32, 1, 16, 500, 25, 27, 7, 0, 15, 1, 5, 0, 0, 7, 27, 0, 0, 0, 0, 0, 13, 15, 15, 19, 42, -1, -1, -1, -1, -1, -1, 50, 1, 0;
Dlugi Miecz+7, 1, 0, 0, 2, 32, 1, 16, 500, 25, 28, 8, 0, 15, 1, 5, 0, 0, 7, 27, 0, 0, 0, 0, 0, 13, 15, 15, 19, 49, -1, -1, -1, -1, -1, -1, 65, 1, 0;
Dlugi Miecz+8, 1, 0, 0, 2, 32, 1, 16, 500, 25, 29, 9, 0, 15, 1, 5, 0, 0, 7, 27, 0, 0, 0, 0, 0, 13, 15, 15, 19, 56, -1, -1, -1, -1, -1, -1, 80, 1, 0;
Dlugi Miecz+9, 1, 0, 0, 2, 32, 1, 16, 500, 25, 0, 0, 0, 15, 1, 5, 0, 0, 7, 27, 0, 0, 0, 0, 0, 13, 15, 15, 19, 63, -1, -1, -1, -1, -1, -1, 100, 1, 0;
Sejmitar+0, 1, 0, 0, 2, 32, 1, 16, 750, 38, 31, 1, 0, 15, 1, 10, 0, 0, 7, 24, 0, 0, 0, 0, 0, 20, 24, 20, 24, 0, -1, -1, -1, -1, -1, -1, 0, 1, 0;
Sejmitar+1, 1, 0, 0, 2, 32, 1, 16, 750, 38, 32, 2, 0, 15, 1, 10, 0, 0, 7, 24, 0, 0, 0, 0, 0, 20, 24, 20, 24, 7, -1, -1, -1, -1, -1, -1, 0, 1, 0;
Sejmitar+2, 1, 0, 0, 2, 32, 1, 16, 750, 38, 33, 3, 0, 15, 1, 10, 0, 0, 7, 24, 0, 0, 0, 0, 0, 20, 24, 20, 24, 14, -1, -1, -1, -1, -1, -1, 0, 1, 0;
Sejmitar+3, 1, 0, 0, 2, 32, 1, 16, 750, 38, 34, 4, 0, 15, 1, 10, 0, 0, 7, 24, 0, 0, 0, 0, 0, 20, 24, 20, 24, 21, -1, -1, -1, -1, -1, -1, 0, 1, 0;
Sejmitar+4, 1, 0, 0, 2, 32, 1, 16, 750, 38, 35, 5, 0, 15, 1, 10, 0, 0, 7, 24, 0, 0, 0, 0, 0, 20, 24, 20, 24, 28, -1, -1, -1, -1, -1, -1, 30, 1, 0;
Sejmitar+5, 1, 0, 0, 2, 32, 1, 16, 750, 38, 36, 6, 0, 15, 1, 10, 0, 0, 7, 24, 0, 0, 0, 0, 0, 20, 24, 20, 24, 35, -1, -1, -1, -1, -1, -1, 40, 1, 0;
Sejmitar+6, 1, 0, 0, 2, 32, 1, 16, 750, 38, 37, 7, 0, 15, 1, 10, 0, 0, 7, 24, 0, 0, 0, 0, 0, 20, 24, 20, 24, 42, -1, -1, -1, -1, -1, -1, 50, 1, 0;
Sejmitar+7, 1, 0, 0, 2, 32, 1, 16, 750, 38, 38, 8, 0, 15, 1, 10, 0, 0, 7, 24, 0, 0, 0, 0, 0, 20, 24, 20, 24, 49, -1, -1, -1, -1, -1, -1, 65, 1, 0;
Sejmitar+8, 1, 0, 0, 2, 32, 1, 16, 750, 38, 39, 9, 0, 15, 1, 10, 0, 0, 7, 24, 0, 0, 0, 0, 0, 20, 24, 20, 24, 56, -1, -1, -1, -1, -1, -1, 80, 1, 0;
Sejmitar+9, 1, 0, 0, 2, 32, 1, 16, 750, 38, 0, 0, 0, 15, 1, 10, 0, 0, 7, 24, 0, 0, 0, 0, 0, 20, 24, 20, 24, 63, -1, -1, -1, -1, -1, -1, 100, 1, 0;
Stozkowy Miecz+0, 1, 0, 0, 2, 32, 1, 16, 1000, 50, 41, 1, 0, 15, 1, 15, 0, 0, 7, 21, 0, 0, 0, 0, 0, 25, 35, 22, 26, 0, -1, -1, -1, -1, -1, -1, 0, 1, 0;
Stozkowy Miecz+1, 1, 0, 0, 2, 32, 1, 16, 1000, 50, 42, 2, 0, 15, 1, 15, 0, 0, 7, 21, 0, 0, 0, 0, 0, 25, 35, 22, 26, 7, -1, -1, -1, -1, -1, -1, 0, 1, 0;
Stozkowy Miecz+2, 1, 0, 0, 2, 32, 1, 16, 1000, 50, 43, 3, 0, 15, 1, 15, 0, 0, 7, 21, 0, 0, 0, 0, 0, 25, 35, 22, 26, 14, -1, -1, -1, -1, -1, -1, 0, 1, 0;
Stozkowy Miecz+3, 1, 0, 0, 2, 32, 1, 16, 1000, 50, 44, 4, 0, 15, 1, 15, 0, 0, 7, 21, 0, 0, 0, 0, 0, 25, 35, 22, 26, 21, -1, -1, -1, -1, -1, -1, 0, 1, 0;
Stozkowy Miecz+4, 1, 0, 0, 2, 32, 1, 16, 1000, 50, 45, 5, 0, 15, 1, 15, 0, 0, 7, 21, 0, 0, 0, 0, 0, 25, 35, 22, 26, 28, -1, -1, -1, -1, -1, -1, 30, 1, 0;
Stozkowy Miecz+5, 1, 0, 0, 2, 32, 1, 16, 1000, 50, 46, 6, 0, 15, 1, 15, 0, 0, 7, 21, 0, 0, 0, 0, 0, 25, 35, 22, 26, 35, -1, -1, -1, -1, -1, -1, 40, 1, 0;
Stozkowy Miecz+6, 1, 0, 0, 2, 32, 1, 16, 1000, 50, 47, 7, 0, 15, 1, 15, 0, 0, 7, 21, 0, 0, 0, 0, 0, 25, 35, 22, 26, 42, -1, -1, -1, -1, -1, -1, 50, 1, 0;
Stozkowy Miecz+7, 1, 0, 0, 2, 32, 1, 16, 1000, 50, 48, 8, 0, 15, 1, 15, 0, 0, 7, 21, 0, 0, 0, 0, 0, 25, 35, 22, 26, 49, -1, -1, -1, -1, -1, -1, 65, 1, 0;
